Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,TotRmsAbvGrd,FireplaceQu,ScreenPorch,YrSold,SalePrice
529,30,RL,58,9098,NA,IR1,348,180,528,GasA,Y,SBrkr,5,NA,0,2007,86000
530,20,RL,NA,32668,NA,IR1,1219,816,2035,GasA,Y,SBrkr,9,TA,0,2007,200624
531,80,RL,85,10200,NA,Reg,783,678,1461,GasA,Y,SBrkr,5,Fa,0,2008,175000
532,70,RM,60,6155,NA,IR1,0,611,611,GasA,Y,SBrkr,6,NA,0,2008,128000
533,20,RL,60,7200,NA,Reg,0,0,0,GasA,Y,SBrkr,5,Po,0,2010,107500
534,20,RL,50,5000,NA,Reg,0,0,0,GasA,N,FuseF,2,NA,0,2007,39300
535,60,RL,74,9056,NA,IR1,0,707,707,GasA,Y,SBrkr,6,Gd,0,2006,178000
536,190,RL,70,7000,NA,Reg,969,148,1117,GasA,Y,SBrkr,5,NA,0,2008,107500
537,60,RL,57,8924,NA,IR1,0,880,880,GasA,Y,SBrkr,8,NA,0,2008,188000
538,20,RL,NA,12735,NA,IR1,600,264,864,GasA,Y,SBrkr,5,NA,0,2008,111250
539,20,RL,NA,11553,NA,IR1,673,378,1051,GasA,Y,SBrkr,7,Fa,0,2006,158000
540,20,RL,NA,11423,NA,Reg,1358,223,1581,GasA,Y,SBrkr,6,TA,0,2010,272000
541,20,RL,85,14601,NA,Reg,1260,578,1838,GasA,Y,SBrkr,8,Gd,0,2009,315000
542,60,RL,NA,11000,NA,Reg,0,969,969,GasA,Y,SBrkr,8,TA,0,2007,248000
543,20,RL,78,10140,NA,Reg,144,379,1650,GasA,Y,SBrkr,7,TA,0,2009,213250
544,120,RH,34,4058,NA,Reg,584,0,723,GasA,Y,SBrkr,4,NA,0,2007,133000
545,60,RL,58,17104,NA,IR1,554,100,654,GasA,Y,SBrkr,7,Gd,0,2006,179665
546,50,RL,NA,13837,NA,IR1,1002,0,1204,GasA,Y,SBrkr,9,NA,0,2006,229000
547,50,RL,70,8737,NA,IR1,300,765,1065,GasA,Y,FuseA,6,Gd,0,2007,210000
548,85,RL,54,7244,NA,Reg,619,149,768,GasA,Y,SBrkr,5,NA,0,2007,129500
549,20,RM,49,8235,NA,IR1,180,0,825,GasA,Y,SBrkr,4,NA,0,2008,125000
550,60,FV,75,9375,NA,Reg,0,912,912,GasA,Y,SBrkr,8,Gd,0,2009,263000
551,120,RL,53,4043,NA,Reg,559,510,1069,GasA,Y,SBrkr,4,NA,200,2008,140000
552,20,RM,50,6000,NA,Reg,308,620,928,GasA,Y,FuseA,5,NA,0,2008,112500
553,20,RL,87,11146,NA,IR1,0,1709,1709,GasA,Y,SBrkr,7,Gd,0,2009,255500
554,20,RL,67,8777,NA,Reg,0,0,0,GasA,Y,SBrkr,5,NA,0,2009,108000
555,60,RL,85,10625,NA,Reg,866,132,998,GasA,Y,SBrkr,8,Gd,0,2008,284000
556,45,RM,58,6380,NA,Reg,0,993,993,GasA,Y,FuseA,5,Gd,0,2006,113000
557,20,RL,69,14850,NA,IR1,895,197,1092,GasA,Y,FuseA,6,TA,122,2006,141000
558,50,C (all),60,11040,NA,Reg,637,0,637,GasA,Y,SBrkr,7,NA,0,2006,108000
559,60,RL,57,21872,NA,IR2,604,125,729,GasA,Y,SBrkr,6,TA,0,2008,175000
560,120,RL,NA,3196,NA,Reg,0,1374,1374,GasA,Y,SBrkr,7,TA,0,2006,234000
561,20,RL,NA,11341,NA,IR1,1302,90,1392,GasA,Y,SBrkr,5,Gd,95,2010,121500
562,20,RL,77,10010,NA,Reg,1071,195,1389,GasA,Y,SBrkr,6,TA,0,2006,170000
563,30,RL,63,13907,NA,Reg,290,706,996,GasA,Y,SBrkr,6,Gd,0,2008,108000
564,50,RL,66,21780,NA,Reg,0,1163,1163,GasA,Y,SBrkr,8,Gd,144,2008,185000
565,60,RL,NA,13346,NA,IR1,728,367,1095,GasA,Y,SBrkr,9,TA,0,2006,268000
566,70,RL,66,6858,NA,Reg,0,806,806,GasA,N,FuseF,6,NA,0,2010,128000
567,60,RL,77,11198,NA,IR1,0,1122,1122,GasA,Y,SBrkr,11,Gd,0,2008,325000
568,20,RL,70,10171,NA,IR1,2,1515,1517,GasA,Y,SBrkr,7,NA,0,2010,214000
569,50,RL,79,12327,NA,IR1,1441,55,1496,GasA,Y,SBrkr,5,Gd,0,2009,316600
570,90,RL,NA,7032,NA,IR1,943,0,943,GasA,Y,SBrkr,4,TA,0,2006,135960
571,90,RL,74,13101,NA,IR1,231,1497,1728,GasA,Y,SBrkr,10,NA,0,2008,142600
572,20,RL,60,7332,NA,Reg,414,450,864,GasA,Y,SBrkr,4,NA,0,2006,120000
573,60,RL,83,13159,NA,IR1,0,846,846,GasA,Y,SBrkr,6,NA,0,2009,224500
574,80,RL,76,9967,NA,IR1,0,384,384,GasA,Y,SBrkr,8,TA,0,2007,170000
575,80,RL,70,10500,NA,Reg,349,23,372,GasA,Y,SBrkr,5,NA,0,2007,139000
576,50,RL,80,8480,NA,Reg,442,390,832,GasA,Y,SBrkr,6,NA,0,2008,118500
577,50,RL,52,6292,NA,Reg,0,861,861,GasA,Y,SBrkr,6,Gd,0,2009,145000
578,80,RL,96,11777,NA,IR1,328,285,1164,GasA,Y,SBrkr,6,Fa,0,2006,164500
579,160,FV,34,3604,Pave,Reg,0,689,689,GasA,Y,SBrkr,5,NA,0,2008,146000
580,50,RM,81,12150,Grvl,Reg,0,1050,1050,GasA,N,FuseF,7,NA,0,2008,131500
581,20,RL,NA,14585,NA,IR1,594,331,1144,GasA,Y,SBrkr,7,Gd,0,2007,181900
582,20,RL,98,12704,NA,Reg,0,2042,2042,GasA,Y,SBrkr,8,Gd,0,2009,253293
583,90,RL,81,11841,NA,Reg,816,0,816,GasA,Y,SBrkr,5,NA,0,2007,118500
584,75,RM,75,13500,NA,Reg,0,1237,1237,GasA,Y,SBrkr,9,Gd,0,2008,325000
585,50,RM,51,6120,NA,Reg,0,884,884,GasA,Y,SBrkr,6,NA,120,2009,133000
586,20,RL,88,11443,NA,Reg,1460,408,1868,GasA,Y,SBrkr,7,Gd,0,2006,369900
587,30,RL,55,10267,NA,Reg,210,0,816,GasA,Y,SBrkr,5,NA,0,2008,130000
588,85,RL,74,8740,NA,IR1,672,168,840,GasA,Y,SBrkr,4,NA,0,2009,137000
589,20,RL,65,25095,NA,IR1,1324,113,1437,GasA,Y,SBrkr,5,Gd,60,2009,143000
590,40,RM,50,9100,NA,Reg,0,742,742,GasA,Y,FuseA,4,NA,0,2008,79500
591,60,RL,64,8320,NA,Reg,490,280,770,GasA,Y,SBrkr,6,NA,0,2008,185900
592,60,RL,97,13478,NA,IR1,1338,384,1722,GasA,Y,SBrkr,10,Gd,0,2009,451950
593,20,RL,60,6600,NA,Reg,816,0,816,GasA,Y,SBrkr,4,NA,0,2008,138000
594,120,RM,NA,4435,NA,Reg,685,163,848,GasA,Y,SBrkr,4,NA,0,2009,140000
595,20,RL,88,7990,NA,IR1,0,924,924,GasA,Y,SBrkr,5,NA,0,2008,110000
596,20,RL,69,11302,NA,IR1,1422,392,1814,GasA,Y,SBrkr,7,TA,120,2006,319000
597,70,RM,60,3600,Grvl,Reg,0,684,684,GasA,N,FuseA,7,NA,0,2006,114504
598,120,RL,53,3922,NA,Reg,0,1258,1258,GasA,Y,SBrkr,7,Gd,0,2007,194201
599,20,RL,80,12984,NA,Reg,1283,0,1430,GasA,Y,SBrkr,7,TA,0,2006,217500
600,160,RM,24,1950,NA,Reg,81,23,716,GasA,Y,SBrkr,6,TA,0,2008,151000
601,60,RL,74,10927,NA,Reg,546,512,1058,GasA,Y,SBrkr,8,Gd,0,2006,275000
602,50,RM,50,9000,NA,Reg,0,780,780,GasA,Y,SBrkr,6,Gd,126,2007,141000
603,60,RL,80,10041,NA,IR1,789,119,908,GasA,Y,SBrkr,8,TA,0,2006,220000
604,160,FV,30,3182,Pave,Reg,0,600,600,GasA,Y,SBrkr,4,NA,0,2010,151000
605,20,RL,88,12803,NA,IR1,922,572,1494,GasA,Y,SBrkr,6,TA,0,2008,221000
606,60,RL,85,13600,NA,Reg,454,314,768,GasA,Y,SBrkr,7,Fa,189,2009,205000
607,20,RL,82,12464,NA,IR2,732,308,1040,GasA,Y,SBrkr,6,NA,0,2009,152000
608,20,RL,78,7800,NA,Reg,603,293,896,GasA,Y,SBrkr,8,NA,0,2006,225000
609,70,RL,78,12168,NA,Reg,428,537,965,GasA,Y,SBrkr,10,Gd,0,2007,359100
610,20,RL,61,7943,NA,Reg,903,126,1029,GasA,Y,SBrkr,5,NA,0,2007,118500
611,60,RL,NA,11050,NA,Reg,904,536,1440,GasA,Y,SBrkr,8,Ex,0,2009,313000
612,80,RL,NA,10395,NA,IR1,605,427,1032,GasA,Y,SBrkr,6,TA,0,2007,148000
613,60,RL,NA,11885,NA,Reg,990,309,1299,GasA,Y,SBrkr,7,TA,0,2009,261500
614,20,RL,70,8402,NA,Reg,206,914,1120,GasA,Y,SBrkr,6,NA,0,2007,147000
615,180,RM,21,1491,NA,Reg,150,0,630,GasA,Y,SBrkr,3,NA,0,2010,75500
616,85,RL,80,8800,NA,Reg,763,173,936,GasA,Y,SBrkr,6,NA,0,2010,137500
617,60,RL,NA,7861,NA,IR1,457,326,783,GasA,Y,SBrkr,7,Gd,0,2006,183200
618,45,RL,59,7227,NA,Reg,0,832,832,GasA,Y,SBrkr,4,NA,0,2008,105500
619,20,RL,90,11694,NA,Reg,48,1774,1822,GasA,Y,SBrkr,9,Gd,260,2007,314813
620,60,RL,85,12244,NA,Reg,871,611,1482,GasA,Y,SBrkr,10,Gd,0,2008,305000
621,30,RL,45,8248,Grvl,Reg,41,823,864,GasA,N,FuseF,5,NA,0,2008,67000
622,60,RL,90,10800,NA,Reg,956,384,1522,GasA,Y,SBrkr,9,TA,0,2008,240000
623,20,RL,71,7064,NA,Reg,560,420,980,GasA,Y,SBrkr,6,NA,0,2009,135000
624,160,FV,NA,2117,NA,Reg,420,336,756,GasA,Y,SBrkr,4,TA,0,2007,168500
625,60,RL,80,10400,NA,Reg,247,485,732,GasA,Y,SBrkr,8,TA,147,2006,165150
626,20,RL,87,10000,NA,IR1,0,1116,1116,GasA,Y,SBrkr,5,NA,385,2010,160000
627,20,RL,NA,12342,NA,IR1,0,978,978,GasA,Y,SBrkr,6,TA,0,2007,139900
628,80,RL,80,9600,NA,Reg,674,350,1156,GasA,Y,SBrkr,7,Gd,0,2010,153000
629,60,RL,70,11606,NA,IR1,650,390,1040,GasA,Y,SBrkr,9,TA,0,2007,135000
630,80,RL,82,9020,NA,Reg,624,288,1248,GasA,Y,SBrkr,6,NA,0,2008,168500
631,70,RM,50,9000,Grvl,Reg,0,636,636,GasA,Y,FuseA,8,NA,0,2006,124000
632,120,RL,34,4590,NA,Reg,24,1530,1554,GasA,Y,SBrkr,6,Gd,0,2007,209500
633,20,RL,85,11900,NA,Reg,822,564,1386,GasA,Y,SBrkr,6,TA,0,2009,82500
634,20,RL,80,9250,NA,Reg,480,108,1056,GasA,Y,SBrkr,6,NA,0,2007,139400
635,90,RL,64,6979,NA,Reg,1056,0,1056,GasA,Y,SBrkr,4,NA,0,2010,144000
636,190,RH,60,10896,Pave,Reg,256,1184,1440,GasA,Y,FuseA,14,NA,0,2007,200000
637,30,RM,51,6120,NA,Reg,0,264,264,Grav,N,FuseA,4,Po,0,2009,60000
638,190,RM,50,6000,NA,Reg,0,811,811,GasA,Y,FuseA,7,NA,0,2009,93000
639,30,RL,67,8777,NA,Reg,0,796,796,GasA,Y,FuseA,4,NA,0,2008,85000
640,120,RL,53,3982,NA,Reg,1154,366,1520,GasA,Y,SBrkr,7,Gd,0,2006,264561
641,120,RL,62,12677,NA,IR1,1218,300,1518,GasA,Y,SBrkr,6,Gd,0,2008,274000
642,60,FV,NA,7050,NA,Reg,738,319,1057,GasA,Y,SBrkr,7,TA,0,2007,226000
643,80,RL,75,13860,NA,Reg,1410,542,1952,GasA,Y,SBrkr,9,TA,0,2009,345000
644,60,RL,80,10793,NA,Reg,493,0,780,GasA,Y,SBrkr,7,NA,0,2007,152000
645,20,FV,85,9187,NA,Reg,1121,645,1766,GasA,Y,SBrkr,7,Gd,0,2009,370878
646,20,RL,NA,10530,NA,IR1,282,664,981,GasA,Y,SBrkr,5,NA,0,2007,143250
647,20,RL,60,7200,NA,Reg,0,0,0,GasA,Y,SBrkr,7,NA,0,2008,98300
648,20,RL,85,10452,NA,IR1,500,594,1094,GasA,Y,SBrkr,5,Gd,287,2008,155000
649,60,RL,70,7700,NA,Reg,0,756,756,GasA,Y,SBrkr,7,TA,0,2010,155000
650,180,RM,21,1936,NA,Reg,131,0,630,GasA,Y,SBrkr,3,NA,0,2007,84500
651,60,FV,65,8125,NA,Reg,0,813,813,GasA,Y,SBrkr,7,NA,0,2008,205950
652,70,RL,60,9084,NA,Reg,0,755,755,GasA,Y,SBrkr,7,Gd,0,2009,108000
653,60,RL,70,8750,NA,Reg,0,880,880,GasA,Y,SBrkr,7,TA,0,2009,191000
654,50,RM,60,10320,Grvl,Reg,0,756,756,GasA,Y,SBrkr,7,NA,0,2008,135000
655,20,RL,91,10437,NA,IR1,1696,413,2109,GasA,Y,SBrkr,7,TA,0,2008,350000
656,160,RM,21,1680,NA,Reg,0,525,525,GasA,Y,SBrkr,6,NA,0,2010,88000
657,20,RL,72,10007,NA,IR1,806,247,1053,GasA,Y,SBrkr,5,NA,0,2008,145500
658,70,RL,60,7200,NA,Reg,0,776,776,GasA,Y,SBrkr,6,Gd,0,2008,149000
659,50,RL,78,17503,NA,Reg,0,912,912,GasA,Y,SBrkr,6,Gd,0,2010,97500
660,20,RL,75,9937,NA,Reg,637,849,1486,GasA,Y,SBrkr,7,NA,0,2009,167000
661,60,RL,NA,12384,NA,Reg,0,793,793,GasA,Y,SBrkr,7,TA,0,2007,197900
662,60,RL,52,46589,NA,IR2,1361,88,1629,GasA,Y,SBrkr,8,TA,0,2009,402000
663,20,RL,120,13560,NA,Reg,0,1392,1392,GasA,Y,SBrkr,5,TA,0,2009,110000
664,85,RL,90,10012,NA,Reg,920,38,1138,GasA,Y,SBrkr,6,NA,0,2008,137500
665,20,RL,49,20896,NA,IR2,1721,356,2077,GasA,Y,SBrkr,8,Ex,0,2006,423000
666,60,RL,106,11194,NA,IR1,0,1406,1406,GasA,Y,SBrkr,7,TA,0,2006,230500
667,60,RL,NA,18450,NA,IR1,187,111,1021,GasA,Y,SBrkr,7,Po,0,2007,129000
668,20,RL,65,8125,NA,Reg,1138,270,1408,GasA,Y,SBrkr,7,Fa,0,2008,193500
669,20,RL,NA,14175,NA,Reg,988,200,1188,GasA,Y,SBrkr,6,TA,0,2006,168000
670,30,RL,80,11600,NA,Reg,0,700,700,GasA,Y,SBrkr,5,Gd,0,2006,137500
671,60,RL,64,8633,NA,Reg,193,545,738,GasA,Y,SBrkr,7,NA,0,2009,173500
672,70,RH,54,6629,NA,Reg,551,121,672,GasA,N,SBrkr,6,NA,0,2009,103600
673,20,RL,NA,11250,NA,IR1,767,441,1208,GasA,Y,SBrkr,6,TA,0,2006,165000
674,20,RL,110,14442,NA,Reg,1186,291,1477,GasA,Y,SBrkr,7,TA,200,2007,257500
675,20,RL,80,9200,NA,Reg,892,244,1136,GasA,Y,SBrkr,5,Gd,0,2008,140000
676,160,RL,24,2289,NA,Reg,311,544,855,GasA,Y,SBrkr,7,TA,0,2009,148500
677,70,RM,60,9600,Grvl,Reg,0,1095,1095,GasW,N,SBrkr,8,NA,0,2006,87000
678,30,RL,52,9022,NA,Reg,0,768,768,GasA,Y,SBrkr,5,NA,0,2009,109500
679,20,RL,80,11844,NA,IR1,0,2046,2046,GasA,Y,SBrkr,7,Gd,0,2009,372500
680,20,RL,NA,9945,NA,IR1,827,161,988,GasA,Y,SBrkr,5,NA,0,2007,128500
681,120,RL,50,8012,NA,Reg,543,261,923,GasA,Y,SBrkr,5,TA,0,2010,143000
682,50,RH,55,4500,Pave,IR2,182,611,793,GasA,Y,SBrkr,6,NA,0,2009,159434
683,120,RL,NA,2887,NA,Reg,1003,288,1291,GasA,Y,SBrkr,6,Gd,0,2008,173000
684,20,RL,90,11248,NA,IR1,1059,567,1626,GasA,Y,SBrkr,7,TA,0,2007,285000
685,60,RL,58,16770,NA,IR2,0,1195,1195,GasA,Y,SBrkr,7,NA,0,2010,221000
686,160,RL,NA,5062,NA,IR1,828,180,1190,GasA,Y,SBrkr,6,TA,0,2007,207500
687,60,FV,84,10207,NA,Reg,0,874,874,GasA,Y,SBrkr,7,NA,0,2007,227875
688,160,FV,NA,5105,NA,IR2,239,312,551,GasA,Y,SBrkr,4,NA,0,2007,148800
689,20,RL,60,8089,NA,Reg,945,474,1419,GasA,Y,SBrkr,7,Gd,0,2007,392000
690,120,RL,61,7577,NA,IR1,20,1342,1362,GasA,Y,SBrkr,6,Gd,0,2007,194700
691,120,RM,NA,4426,NA,Reg,697,151,848,GasA,Y,SBrkr,3,TA,0,2008,141000
692,60,RL,104,21535,NA,IR1,1455,989,2444,GasA,Y,SBrkr,10,Ex,0,2007,755000
693,60,RL,42,26178,NA,IR1,965,245,1210,GasA,Y,SBrkr,9,Gd,0,2006,335000
694,30,RL,60,5400,NA,Reg,0,1073,1073,GasA,Y,SBrkr,4,NA,0,2006,108480
695,50,RM,51,6120,NA,Reg,0,927,927,GasA,Y,SBrkr,5,NA,0,2009,141500
696,20,RL,54,13811,NA,IR1,980,92,1112,GasA,Y,SBrkr,5,TA,0,2006,176000
697,30,RM,50,6000,NA,Reg,616,0,616,GasA,Y,SBrkr,4,NA,0,2006,89000
698,20,RL,57,6420,NA,IR1,210,219,980,GasA,Y,FuseA,6,NA,0,2006,123500
699,20,RL,65,8450,NA,Reg,553,224,894,GasA,Y,SBrkr,5,Gd,0,2010,138500
700,120,FV,59,4282,Pave,IR2,16,1375,1391,GasA,Y,SBrkr,5,NA,0,2008,196000
701,20,RL,85,14331,NA,Reg,1274,526,1800,GasA,Y,SBrkr,7,Gd,0,2006,312500
702,20,RL,80,9600,NA,Reg,0,1164,1164,GasA,Y,SBrkr,6,NA,0,2006,140000
703,60,RL,82,12438,NA,IR1,0,1234,1234,GasA,Y,SBrkr,10,Gd,0,2006,361919
704,190,RM,76,7630,NA,Reg,0,360,360,GasA,Y,SBrkr,8,Po,0,2010,140000
705,20,RL,70,8400,NA,Reg,712,761,1473,GasA,Y,SBrkr,7,NA,0,2010,213000
706,190,RM,70,5600,NA,Reg,0,0,0,GasA,N,SBrkr,7,NA,0,2010,55000
707,20,RL,NA,115149,NA,IR2,1219,424,1643,GasA,Y,SBrkr,5,TA,0,2007,302000
708,120,RL,48,6240,NA,Reg,863,461,1324,GasA,Y,SBrkr,6,Gd,0,2009,254000
709,60,RL,65,9018,NA,IR1,0,728,728,GasA,Y,SBrkr,8,Gd,0,2007,179540
710,20,RL,NA,7162,NA,IR1,0,876,876,GasA,Y,SBrkr,6,NA,0,2008,109900
711,30,RL,56,4130,NA,IR1,0,270,270,GasA,Y,SBrkr,5,NA,0,2008,52000
712,50,C (all),66,8712,Pave,Reg,0,859,859,GasA,Y,SBrkr,7,NA,0,2010,102776
713,120,RL,40,4671,NA,IR1,767,461,1228,GasA,Y,SBrkr,5,Gd,0,2008,189000
714,190,RL,60,9873,NA,Reg,789,171,960,GasW,N,SBrkr,6,NA,0,2006,129000
715,60,RL,NA,13517,NA,IR1,533,192,725,GasA,Y,SBrkr,6,NA,0,2010,130500
716,20,RL,78,10140,NA,Reg,0,1064,1064,GasA,Y,SBrkr,7,TA,0,2009,165000
717,70,RM,60,10800,Grvl,Reg,0,718,718,GasA,Y,SBrkr,8,NA,0,2007,159500
718,20,RL,80,10000,NA,Reg,1084,92,1176,GasA,Y,SBrkr,5,Fa,0,2008,157000
719,60,RL,96,10542,NA,Reg,1173,138,1311,GasA,Y,SBrkr,9,TA,0,2008,341000
720,20,RL,69,9920,NA,IR1,523,448,971,GasA,Y,SBrkr,5,Po,0,2006,128500
721,120,RL,NA,6563,NA,IR1,1148,594,1742,GasA,Y,SBrkr,5,TA,0,2006,275000
722,120,RM,NA,4426,NA,Reg,662,186,848,GasA,Y,SBrkr,3,NA,0,2010,143000
723,20,RL,70,8120,NA,Reg,191,673,864,GasA,Y,SBrkr,5,NA,0,2009,124500
724,50,RL,60,8172,NA,Reg,0,941,941,GasA,Y,SBrkr,7,NA,156,2008,135000
725,20,RL,86,13286,NA,IR1,1234,464,1698,GasA,Y,SBrkr,8,Gd,0,2009,320000
726,20,RL,60,6960,NA,Reg,375,250,864,GasA,Y,SBrkr,5,NA,0,2009,120500
727,20,RL,NA,21695,NA,IR1,808,72,880,GasA,Y,SBrkr,5,Gd,0,2009,222000
728,20,RL,64,7314,NA,Reg,724,508,1232,GasA,Y,SBrkr,6,NA,0,2009,194500
729,90,RL,85,11475,NA,Reg,0,1584,1584,GasA,Y,SBrkr,9,NA,0,2009,110000
730,30,RM,52,6240,Grvl,Reg,152,628,780,GasA,Y,FuseA,5,NA,0,2009,103000
731,120,RL,39,5389,NA,IR1,1180,415,1595,GasA,Y,SBrkr,5,TA,0,2010,236500
732,80,RL,73,9590,NA,IR1,786,82,868,GasA,Y,SBrkr,6,Gd,0,2007,187500
733,60,RL,75,11404,NA,IR1,252,901,1153,GasA,Y,SBrkr,8,TA,0,2008,222500
734,20,RL,80,10000,NA,Reg,594,270,864,GasA,Y,SBrkr,6,TA,0,2009,131400
735,20,RL,NA,8978,NA,IR1,0,948,948,GasA,Y,SBrkr,6,NA,0,2007,108000
736,75,RM,60,10800,NA,Reg,390,490,880,GasW,N,SBrkr,6,TA,0,2006,163000
737,90,RL,60,8544,NA,Reg,0,0,0,GasA,N,FuseF,6,NA,0,2006,93500
738,60,RL,72,10463,NA,IR1,0,893,893,GasA,Y,SBrkr,8,Gd,0,2006,239900
739,90,RL,60,10800,NA,Reg,1200,0,1200,GasA,Y,SBrkr,5,NA,0,2009,179000
740,60,RL,65,9313,NA,IR1,0,864,864,GasA,Y,SBrkr,7,NA,0,2009,190000
741,70,RM,60,9600,Grvl,Reg,0,264,264,GasA,Y,SBrkr,7,NA,0,2007,132000
742,20,RL,65,6768,NA,IR1,832,80,912,GasA,Y,SBrkr,5,NA,0,2008,142000
743,20,RL,65,8450,NA,Reg,0,1349,1349,GasA,Y,SBrkr,6,NA,0,2007,179000
744,80,RL,70,12886,NA,IR1,444,76,520,GasA,Y,SBrkr,6,TA,100,2009,175000
745,120,RL,41,5395,NA,IR1,733,604,1337,GasA,Y,SBrkr,5,TA,0,2008,180000
746,60,RL,NA,8963,NA,IR1,575,487,1142,GasA,Y,SBrkr,11,TA,0,2008,299800
747,60,RL,NA,8795,NA,IR1,300,652,952,GasA,Y,SBrkr,8,TA,0,2009,236000
748,70,RM,65,11700,Pave,IR1,0,1240,1240,GasW,N,SBrkr,8,Gd,0,2009,265979
749,20,RL,59,10593,NA,IR1,919,801,1720,GasA,Y,SBrkr,7,TA,0,2010,260400
750,50,RL,50,8405,NA,Reg,0,0,0,Wall,N,FuseF,9,NA,0,2009,98000
751,50,RM,55,8800,Grvl,Reg,0,576,576,GasA,Y,SBrkr,7,NA,0,2010,96500
752,60,RL,NA,7750,NA,Reg,0,660,660,GasA,Y,SBrkr,6,NA,0,2007,162000
753,20,RL,79,9236,NA,IR1,1200,279,1479,GasA,Y,SBrkr,6,NA,0,2006,217000
754,60,RL,80,10240,NA,Reg,0,1030,1030,GasA,Y,SBrkr,8,Gd,0,2006,275500
755,20,RL,61,7930,NA,Reg,439,115,1026,GasA,Y,SBrkr,5,NA,0,2009,156000
756,160,FV,34,3230,Pave,Reg,381,348,729,GasA,Y,SBrkr,6,NA,0,2009,172500
757,60,RL,68,10769,NA,IR1,20,846,866,GasA,Y,SBrkr,7,NA,0,2009,212000
758,60,RL,NA,11616,NA,IR1,438,234,672,GasA,Y,SBrkr,6,TA,0,2010,158900
759,160,FV,24,2280,Pave,Reg,549,195,744,GasA,Y,SBrkr,6,NA,0,2008,179400
760,60,RL,65,12257,NA,IR1,56,1198,1318,GasA,Y,SBrkr,9,TA,0,2007,290000
761,20,RL,70,9100,NA,Reg,612,252,864,GasA,Y,SBrkr,5,NA,0,2009,127500
762,30,RM,60,6911,NA,Reg,405,740,1145,GasA,Y,SBrkr,5,NA,0,2009,100000
763,60,FV,72,8640,NA,Reg,24,732,756,GasA,Y,SBrkr,7,NA,0,2010,215200
764,60,RL,82,9430,NA,Reg,1163,89,1252,GasA,Y,SBrkr,8,Gd,180,2009,337000
765,120,RL,30,9549,NA,IR1,437,0,1494,GasA,Y,SBrkr,6,Gd,216,2006,270000
766,20,RL,75,14587,NA,IR1,0,1498,1498,GasA,Y,SBrkr,6,Gd,0,2008,264132
767,60,RL,80,10421,NA,Reg,394,586,980,GasA,Y,SBrkr,7,TA,0,2010,196500
768,50,RL,75,12508,NA,IR1,660,323,983,GasA,Y,SBrkr,7,NA,0,2008,160000
769,20,RL,70,9100,NA,Reg,24,1836,1860,GasA,Y,SBrkr,8,Gd,0,2006,216837
770,60,RL,47,53504,NA,IR2,1416,234,1650,GasA,Y,SBrkr,12,Gd,210,2010,538000
771,85,RL,NA,7252,NA,IR1,685,173,858,GasA,Y,SBrkr,5,NA,0,2009,134900
772,20,RL,67,8877,NA,Reg,836,0,836,GasA,Y,FuseF,6,NA,0,2006,102000
773,80,RL,94,7819,NA,Reg,422,480,1029,GasA,Y,SBrkr,6,TA,0,2010,107000
774,20,RL,70,10150,NA,Reg,456,456,912,GasA,Y,FuseA,5,NA,0,2007,114500
775,20,RL,110,14226,NA,Reg,0,1935,1935,GasA,Y,SBrkr,9,Gd,0,2007,395000
776,120,RM,32,4500,NA,Reg,866,338,1204,GasA,Y,SBrkr,5,NA,0,2009,162000
777,20,RL,86,11210,NA,IR1,20,1594,1614,GasA,Y,SBrkr,7,NA,0,2006,221500
778,20,RL,100,13350,NA,IR1,762,102,864,GasA,Y,SBrkr,5,Fa,0,2006,142500
779,90,RH,60,8400,NA,Reg,0,0,0,GasA,Y,SBrkr,10,TA,0,2007,144000
780,90,RL,78,10530,NA,Reg,975,0,975,GasA,Y,SBrkr,4,NA,0,2006,135000
781,20,RL,63,7875,NA,Reg,0,1237,1237,GasA,Y,SBrkr,6,TA,0,2007,176000
782,60,RL,65,7153,NA,Reg,387,374,761,GasA,Y,SBrkr,7,NA,0,2006,175900
783,20,RL,67,16285,NA,IR2,0,1413,1413,GasA,Y,SBrkr,6,NA,0,2009,187100
784,85,RL,NA,9101,NA,IR1,1097,0,1097,GasA,Y,SBrkr,4,TA,0,2009,165500
785,75,RM,35,6300,Grvl,Reg,0,742,742,GasA,Y,SBrkr,9,Gd,0,2008,128000
786,20,RL,NA,9790,NA,Reg,251,491,1372,GasA,Y,SBrkr,7,Gd,197,2009,161500
787,50,RM,60,10800,NA,Reg,686,0,686,GasA,Y,SBrkr,7,NA,0,2010,139000
788,60,RL,76,10142,NA,IR1,656,300,956,GasA,Y,SBrkr,8,NA,0,2010,233000
789,20,RM,50,6000,NA,Reg,0,901,901,GasA,Y,SBrkr,4,NA,0,2008,107900
790,60,RL,NA,12205,NA,IR1,568,264,832,GasA,Y,SBrkr,9,NA,0,2007,187500
791,120,RL,43,3182,NA,Reg,16,1129,1145,GasA,Y,SBrkr,5,Gd,0,2009,160200
792,80,RL,NA,11333,NA,IR1,539,490,1029,GasA,Y,SBrkr,5,TA,0,2007,146800
793,60,RL,92,9920,NA,IR1,862,255,1117,GasA,Y,SBrkr,8,TA,0,2007,269790
